Document,Model,Annotation_Type,Evaluation_Mode,Precision,Recall,F1_Score,True_Positives,False_Positives,False_Negatives,Gold_Count,Predicted_Count
_NODI v. HUNGARY,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,30,30,0
_NODI v. HUNGARY,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,22,22,0
_NODI v. HUNGARY,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,22,22,0
_NODI v. HUNGARY,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,1,40,40,1
_NODI v. HUNGARY,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,1,40,40,1
PAKHTUSOV v. RUSSIA,gemma3:1b,Event,Lenient,0.412,0.583,0.483,7,10,5,12,17
PAKHTUSOV v. RUSSIA,gemma3:1b,Event,Strict,0.412,0.583,0.483,7,10,5,12,17
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_who,Lenient,0.154,0.167,0.160,2,11,10,12,13
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_who,Strict,0.077,0.083,0.080,1,12,11,12,13
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_when,Lenient,0.375,0.600,0.462,6,10,4,10,16
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_when,Strict,0.312,0.500,0.385,5,11,5,10,16
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_what,Lenient,0.250,0.062,0.100,1,3,15,16,4
PAKHTUSOV v. RUSSIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,4,16,16,4
PAKHTUSOV v. RUSSIA,gemma3:4b,Event,Lenient,0.636,0.583,0.609,7,4,5,12,11
PAKHTUSOV v. RUSSIA,gemma3:4b,Event,Strict,0.455,0.417,0.435,5,6,7,12,11
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_who,Lenient,0.364,0.333,0.348,4,7,8,12,11
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_who,Strict,0.273,0.250,0.261,3,8,9,12,11
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_when,Lenient,0.857,0.600,0.706,6,1,4,10,7
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_when,Strict,0.714,0.500,0.588,5,2,5,10,7
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_what,Lenient,0.600,0.375,0.462,6,4,10,16,10
PAKHTUSOV v. RUSSIA,gemma3:4b,Event_what,Strict,0.500,0.312,0.385,5,5,11,16,10
PAKHTUSOV v. RUSSIA,gemma3:12b,Event,Lenient,0.875,0.583,0.700,7,1,5,12,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event,Strict,0.625,0.417,0.500,5,3,7,12,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_who,Lenient,0.750,0.500,0.600,6,2,6,12,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_who,Strict,0.625,0.417,0.500,5,3,7,12,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_when,Lenient,0.750,0.600,0.667,6,2,4,10,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_when,Strict,0.625,0.500,0.556,5,3,5,10,8
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_what,Lenient,0.800,0.250,0.381,4,1,12,16,5
PAKHTUSOV v. RUSSIA,gemma3:12b,Event_what,Strict,0.200,0.062,0.095,1,4,15,16,5
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event,Lenient,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event,Strict,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event,Lenient,0.667,0.500,0.571,6,3,6,12,9
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event,Strict,0.444,0.333,0.381,4,5,8,12,9
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_when,Lenient,0.667,0.200,0.308,2,1,8,10,3
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_when,Strict,0.000,0.000,0.000,0,3,10,10,3
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,mistral:latest,Event,Lenient,0.323,0.833,0.465,10,21,2,12,31
PAKHTUSOV v. RUSSIA,mistral:latest,Event,Strict,0.290,0.750,0.419,9,22,3,12,31
PAKHTUSOV v. RUSSIA,mistral:latest,Event_who,Lenient,0.583,0.583,0.583,7,5,5,12,12
PAKHTUSOV v. RUSSIA,mistral:latest,Event_who,Strict,0.417,0.417,0.417,5,7,7,12,12
PAKHTUSOV v. RUSSIA,mistral:latest,Event_when,Lenient,0.556,0.500,0.526,5,4,5,10,9
PAKHTUSOV v. RUSSIA,mistral:latest,Event_when,Strict,0.556,0.500,0.526,5,4,5,10,9
PAKHTUSOV v. RUSSIA,mistral:latest,Event_what,Lenient,0.357,0.625,0.455,10,18,6,16,28
PAKHTUSOV v. RUSSIA,mistral:latest,Event_what,Strict,0.250,0.438,0.318,7,21,9,16,28
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event,Lenient,0.417,0.417,0.417,5,7,7,12,12
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event,Strict,0.333,0.333,0.333,4,8,8,12,12
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.500,0.300,0.375,3,3,7,10,6
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.333,0.200,0.250,2,4,8,10,6
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Lenient,1.000,0.062,0.118,1,0,15,16,1
PAKHTUSOV v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Strict,1.000,0.062,0.118,1,0,15,16,1
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.667,0.333,0.444,4,2,8,12,6
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.500,0.250,0.333,3,3,9,12,6
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.500,0.083,0.143,1,1,11,12,2
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.500,0.083,0.143,1,1,11,12,2
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.750,0.300,0.429,3,1,7,10,4
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.750,0.300,0.429,3,1,7,10,4
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.667,0.125,0.211,2,1,14,16,3
PAKHTUSOV v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.333,0.062,0.105,1,2,15,16,3
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event,Lenient,0.700,0.583,0.636,7,3,5,12,10
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event,Strict,0.500,0.417,0.455,5,5,7,12,10
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_who,Lenient,0.600,0.250,0.353,3,2,9,12,5
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_who,Strict,0.200,0.083,0.118,1,4,11,12,5
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_when,Lenient,1.000,0.100,0.182,1,0,9,10,1
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,12,12,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
PAKHTUSOV v. RUSSIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event,Lenient,0.250,0.054,0.089,2,6,35,37,8
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event,Strict,0.250,0.054,0.089,2,6,35,37,8
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,4,37,37,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,4,37,37,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_when,Lenient,0.250,0.061,0.098,2,6,31,33,8
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_when,Strict,0.250,0.061,0.098,2,6,31,33,8
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,2,41,41,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,2,41,41,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event,Lenient,0.214,0.081,0.118,3,11,34,37,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event,Strict,0.000,0.000,0.000,0,14,37,37,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,14,37,37,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,14,37,37,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_when,Lenient,0.000,0.000,0.000,0,0,33,33,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_when,Strict,0.000,0.000,0.000,0,0,33,33,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_what,Lenient,0.071,0.024,0.036,1,13,40,41,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,14,41,41,14
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event,Lenient,1.000,0.081,0.150,3,0,34,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event,Strict,1.000,0.081,0.150,3,0,34,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_who,Lenient,0.333,0.027,0.050,1,2,36,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_who,Strict,0.333,0.027,0.050,1,2,36,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_when,Lenient,1.000,0.091,0.167,3,0,30,33,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_when,Strict,1.000,0.091,0.167,3,0,30,33,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_what,Lenient,0.667,0.049,0.091,2,1,39,41,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,gemma3:12b,Event_what,Strict,0.000,0.000,0.000,0,3,41,41,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event,Lenient,1.000,0.054,0.103,2,0,35,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event,Strict,1.000,0.054,0.103,2,0,35,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,2,37,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,2,37,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_when,Lenient,1.000,0.061,0.114,2,0,31,33,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_when,Strict,1.000,0.061,0.114,2,0,31,33,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event,Lenient,1.000,0.027,0.053,1,0,36,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event,Strict,1.000,0.027,0.053,1,0,36,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_who,Lenient,1.000,0.027,0.053,1,0,36,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_who,Strict,1.000,0.027,0.053,1,0,36,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_when,Lenient,1.000,0.030,0.059,1,0,32,33,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_when,Strict,1.000,0.030,0.059,1,0,32,33,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_what,Lenient,1.000,0.024,0.048,1,0,40,41,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,deepseek-r1:8b,Event_what,Strict,1.000,0.024,0.048,1,0,40,41,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event,Lenient,0.294,0.405,0.341,15,36,22,37,51
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event,Strict,0.275,0.378,0.318,14,37,23,37,51
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_who,Lenient,0.000,0.000,0.000,0,30,37,37,30
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,30,37,37,30
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_when,Lenient,0.647,0.333,0.440,11,6,22,33,17
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_when,Strict,0.588,0.303,0.400,10,7,23,33,17
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_what,Lenient,0.000,0.000,0.000,0,1,41,41,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mistral:latest,Event_what,Strict,0.000,0.000,0.000,0,1,41,41,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event,Lenient,0.143,0.027,0.045,1,6,36,37,7
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event,Strict,0.143,0.027,0.045,1,6,36,37,7
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,3,37,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,3,37,37,3
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.286,0.061,0.100,2,5,31,33,7
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.286,0.061,0.100,2,5,31,33,7
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.200,0.024,0.043,1,4,40,41,5
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.200,0.024,0.043,1,4,40,41,5
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.000,0.000,0.000,0,1,37,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.000,0.000,0.000,0,1,37,37,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,37,37,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,0,37,37,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,33,33,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.000,0.000,0.000,0,0,33,33,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event,Lenient,0.250,0.027,0.049,1,3,36,37,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event,Strict,0.250,0.027,0.049,1,3,36,37,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,2,37,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,2,37,37,2
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_when,Lenient,1.000,0.030,0.059,1,0,32,33,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,1,33,33,1
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event,Lenient,0.545,0.162,0.250,6,5,31,37,11
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event,Strict,0.455,0.135,0.208,5,6,32,37,11
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_who,Lenient,0.111,0.027,0.043,1,8,36,37,9
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_who,Strict,0.111,0.027,0.043,1,8,36,37,9
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_when,Lenient,1.000,0.121,0.216,4,0,29,33,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_when,Strict,1.000,0.121,0.216,4,0,29,33,4
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,41,41,0
KOSAITE - CYPIENE AND OTHERS v. LITHUANIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,41,41,0
S.V. v. ITALY,gemma3:1b,Event,Lenient,0.500,0.444,0.471,8,8,10,18,16
S.V. v. ITALY,gemma3:1b,Event,Strict,0.375,0.333,0.353,6,10,12,18,16
S.V. v. ITALY,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,16,18,18,16
S.V. v. ITALY,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,16,18,18,16
S.V. v. ITALY,gemma3:1b,Event_when,Lenient,0.500,0.538,0.519,7,7,6,13,14
S.V. v. ITALY,gemma3:1b,Event_when,Strict,0.500,0.538,0.519,7,7,6,13,14
S.V. v. ITALY,gemma3:1b,Event_what,Lenient,0.375,0.120,0.182,3,5,22,25,8
S.V. v. ITALY,gemma3:1b,Event_what,Strict,0.125,0.040,0.061,1,7,24,25,8
S.V. v. ITALY,gemma3:4b,Event,Lenient,0.600,0.500,0.545,9,6,9,18,15
S.V. v. ITALY,gemma3:4b,Event,Strict,0.333,0.278,0.303,5,10,13,18,15
S.V. v. ITALY,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,15,18,18,15
S.V. v. ITALY,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,15,18,18,15
S.V. v. ITALY,gemma3:4b,Event_when,Lenient,0.462,0.462,0.462,6,7,7,13,13
S.V. v. ITALY,gemma3:4b,Event_when,Strict,0.462,0.462,0.462,6,7,7,13,13
S.V. v. ITALY,gemma3:4b,Event_what,Lenient,0.400,0.080,0.133,2,3,23,25,5
S.V. v. ITALY,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,5,25,25,5
S.V. v. ITALY,gemma3:12b,Event,Lenient,0.900,0.500,0.643,9,1,9,18,10
S.V. v. ITALY,gemma3:12b,Event,Strict,0.800,0.444,0.571,8,2,10,18,10
S.V. v. ITALY,gemma3:12b,Event_who,Lenient,0.000,0.000,0.000,0,10,18,18,10
S.V. v. ITALY,gemma3:12b,Event_who,Strict,0.000,0.000,0.000,0,10,18,18,10
S.V. v. ITALY,gemma3:12b,Event_when,Lenient,0.900,0.692,0.783,9,1,4,13,10
S.V. v. ITALY,gemma3:12b,Event_when,Strict,0.800,0.615,0.696,8,2,5,13,10
S.V. v. ITALY,gemma3:12b,Event_what,Lenient,0.600,0.240,0.343,6,4,19,25,10
S.V. v. ITALY,gemma3:12b,Event_what,Strict,0.000,0.000,0.000,0,10,25,25,10
S.V. v. ITALY,llama3.3:latest,Event,Lenient,0.900,0.500,0.643,9,1,9,18,10
S.V. v. ITALY,llama3.3:latest,Event,Strict,0.800,0.444,0.571,8,2,10,18,10
S.V. v. ITALY,llama3.3:latest,Event_who,Lenient,0.125,0.056,0.077,1,7,17,18,8
S.V. v. ITALY,llama3.3:latest,Event_who,Strict,0.125,0.056,0.077,1,7,17,18,8
S.V. v. ITALY,llama3.3:latest,Event_when,Lenient,0.714,0.385,0.500,5,2,8,13,7
S.V. v. ITALY,llama3.3:latest,Event_when,Strict,0.714,0.385,0.500,5,2,8,13,7
S.V. v. ITALY,llama3.3:latest,Event_what,Lenient,0.889,0.320,0.471,8,1,17,25,9
S.V. v. ITALY,llama3.3:latest,Event_what,Strict,0.889,0.320,0.471,8,1,17,25,9
S.V. v. ITALY,deepseek-r1:8b,Event,Lenient,0.625,0.556,0.588,10,6,8,18,16
S.V. v. ITALY,deepseek-r1:8b,Event,Strict,0.500,0.444,0.471,8,8,10,18,16
S.V. v. ITALY,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,3,18,18,3
S.V. v. ITALY,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,3,18,18,3
S.V. v. ITALY,deepseek-r1:8b,Event_when,Lenient,0.700,0.538,0.609,7,3,6,13,10
S.V. v. ITALY,deepseek-r1:8b,Event_when,Strict,0.700,0.538,0.609,7,3,6,13,10
S.V. v. ITALY,deepseek-r1:8b,Event_what,Lenient,0.667,0.080,0.143,2,1,23,25,3
S.V. v. ITALY,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,3,25,25,3
S.V. v. ITALY,mistral:latest,Event,Lenient,0.360,0.500,0.419,9,16,9,18,25
S.V. v. ITALY,mistral:latest,Event,Strict,0.240,0.333,0.279,6,19,12,18,25
S.V. v. ITALY,mistral:latest,Event_who,Lenient,0.000,0.000,0.000,0,15,18,18,15
S.V. v. ITALY,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,15,18,18,15
S.V. v. ITALY,mistral:latest,Event_when,Lenient,0.667,0.462,0.545,6,3,7,13,9
S.V. v. ITALY,mistral:latest,Event_when,Strict,0.667,0.462,0.545,6,3,7,13,9
S.V. v. ITALY,mistral:latest,Event_what,Lenient,0.500,0.080,0.138,2,2,23,25,4
S.V. v. ITALY,mistral:latest,Event_what,Strict,0.250,0.040,0.069,1,3,24,25,4
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event,Lenient,0.765,0.722,0.743,13,4,5,18,17
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event,Strict,0.588,0.556,0.571,10,7,8,18,17
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,12,18,18,12
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,12,18,18,12
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_when,Lenient,0.727,0.615,0.667,8,3,5,13,11
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_when,Strict,0.727,0.615,0.667,8,3,5,13,11
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_what,Lenient,0.700,0.280,0.400,7,3,18,25,10
S.V. v. ITALY,incept5/llama3.1-claude:latest,Event_what,Strict,0.400,0.160,0.229,4,6,21,25,10
S.V. v. ITALY,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.667,0.333,0.444,6,3,12,18,9
S.V. v. ITALY,chevalblanc/claude-3-haiku:latest,Event,Strict,0.556,0.278,0.370,5,4,13,18,9
S.V. v. ITALY,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,3,18,18,3
S.V. v. ITALY,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,3,18,18,3
